	TexTerm_Beltra_RNA_rep1	TexTerm_Beltra_RNA_rep2	TexTerm_Beltra_RNA_rep3	TexTerm_Hudson_RNA_rep1	TexTerm_Hudson_RNA_rep2	TexTerm_Hudson_RNA_rep3	TRM_IEL_1_RNA_rep1	TRM_IEL_1_RNA_rep2	TRM_IEL_2_RNA_rep1	TRM_IEL_2_RNA_rep2	TRM_liver_RNA_rep1	TRM_liver_RNA_rep2	TRM_lung_A_RNA_rep1	TRM_lung_A_RNA_rep2	TRM_lung_A_RNA_rep3	TRM_lung_I_RNA_rep1	TRM_lung_I_RNA_rep2	TRM_lung_I_RNA_rep3
Mroh6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naprt	15	14	4	141	108	83	6	3	20	28	19	33	5	4	2	3	2	7
Eef1d	263	245	172	1298	1218	1199	369	259.84	2104.78	1509.78	3144.92	3349.77	210	186	266	222.98	341	397.99
Tigd5	2.94	0	0	32.19	16.44	2.76	0	0	11.99	0	17.34	18.13	2.48	3.56	2	6.99	0	0
AC116520.1	1.06	8	7	27.81	16.56	8.24	0	0	0.01	4	6.66	8.87	2.52	1.44	0	2.01	1	2
Pycrl	56	62	48	421	330	461	25	39	172	108	261	275	39	41	49	34	48	53
Tsta3	138	131	107	545	517	566	124	41	292	227	501	477	66	48	92	74	122	116
Zfp623	35	23	18	56	77	52	1	5	42	34	187	166	16	19	48	22	31	21
Zfp707	141	77	66	447	381	372	43	16	70	105	406	443	37	36	56	35	65	58
Ccdc166	85	95	60	409	397	380	17	27	71	76	245	230	24	22	46	42	74	78
Mapk15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83h	9	12	7	63	41	44	2	0	5	0	29	33	4	0	3	1	3	5
K230010J24Rik	0	0	0	6	3	5	0	0	0	0	8	20	0	0	0	0	0	2
Gm23027	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Scrib	138	107	59	2013	2088	1862	30	16	51	34	2577	3253	30	28	59	11	40	56
Mir6952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	1301	917	785	5191	4500	4776	475	296	1476	1340	2841	3036	394	342	533	345	742	832
Nrbp2	6	3	2	20	14	22	0	0	0	0	32	17	1	2	3	1	2	2
BC024139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Plec	425.47	222	166	3047.36	2559.84	2524.02	266	221	323	445.39	9541.1	9218.5	379.61	362.26	428.44	311.38	561	533.51
Gm25720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp10	668.53	415	318	3041.64	2735.16	2482.98	251	201	569	593.61	2762.9	2796.5	138.39	111.74	178.56	132.62	338	311.49
Grina	256	240	166	1757	1471	1716	341	168	1050	993	2077	2078	406	235	431	203	484	571
Mir6953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spatc1	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
Mir3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd5	117	94	73	665.6	645.99	609.4	156	107	632	550	609.11	685.35	165	100	195	75	171	202
Oplah	24	35	9	84.29	66.73	71.27	16	29	77	86	272.26	243.44	57	39	42	27	60	81
Exosc4	253	221	174	1048.11	925.28	832.33	155	107	339	330	388.62	425.2	111	84	154	104	183	150
Gpaa1	348	252	207	1249	1070	1049	191	157	757	871	960	1002	387	364	547	187	433	484
Rps6-ps1	0	1.03	0	2.24	6.49	0.9	7.08	0	0	3.39	1.61	5.52	2.16	1.79	2.8	0	0	0
Cyc1	365	277	251	1651	1577	1703	235	181	1021	981	1178	1099	246	189	311	191	389	381
Sharpin	282	189	139	1246	1228	1435	134	117	459	397	1616	1701	140	126	189	151	358	342
Maf1	1025	779	617	4613	4307	4231	535	184	1088	1199	2258	2466	522	372	702	418	972	949
Hgh1	74	69	43	323	321	243	26	21	195	217	313	294	35	37	55	32	63	39
Tssk5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh1	205	180	133	1546	1370	1179	108	68	155	219	1768	1729	92	86	98	57	121	103
Mir6954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bop1	343	171	167	1238	1244	1279	108	91	626	514	1015	1101	168	148	195	180	255	233
Scx	0	0	0	0	0	1	0	1	0	0	7	4	0	0	1	0	0	0
Hsf1	219	139	112	1010	933	984	58	39	275	351	1148	1215	121	95	161	104	207	197
Dgat1	151	100	88	743	755	666	210	31	816	608	663	681	76	71	88	92	196	257
Scrt1	0	0	0	0	1	0	0	0	1	7	2	3	0	0	0	0	2	0
Fbxl6	107	70	84	657	592	559	128	108	269	405	609	658	73	66	114	91	131	140
Slc52a2	78	96	63	515	505	443	31	16	143	145	292	364	45	35	82	70	107	119
Adck5	35	37	18	362	324	384	27	21	177	181	351	433	35	55	81	38	64	73
Cpsf1	521	435	331	2418	2145	2122	120	113	294	303	2675	2518	202	211	321	191	321	335
Slc39a4	178	149	97	1255	1101	952	88	21	327	259	509	635	46	34	47	32	54	104
Tonsl	923	888	689	4489	4007	4210	453	223	1871	1793	2700	2743	297	289	432	349	700	749
Cyhr1	458	282	246	1852	1607	1451	38	42	153	143	1967	2011	66	73	96	73	196	190
Kifc2	10	7	0	55	45	44	6	5	20	17	205	264	24	4	14	12	43	16
Foxh1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	8	1	0
Ppp1r16a	84	58	54	433	334	386	36	10	54	55	257	277	69	33	82	47	116	115
Gpt	3	7	6	47	28	17	11	4	13	15	44	55	0	3	2	3	11	6
Mfsd3	13	13	10	101.92	68.93	93.53	8	1	51	23	74.77	61.42	7	5	7	6	14	23
Recql4	5	4	1	36.08	30.07	40.47	3	17	7	5	130.23	100.58	6	5	18	4	4	6
Lrrc14	111	68	70	622	520.66	529	34	11	177	166	365.46	391.41	35	30	64	69	85	66
Lrrc24	24	32	13	166	153.34	113	16	5	13	22	192.54	179.59	16	12	18	19	22	40
Arhgap39	138	52	30	683	564	565	20	12	79	132	530	485	18	17	38	33	32	41
Gm17271	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0
Zfp251	183	145	131	1167	1038	939	95	54	36	89	955	971	32	34	44	28	70	47
Zfp7	90	46	40	290	296	257	44	30	48	33.9	486	499	27	28	25	28	27	34
Commd5	75	66	57	319	285	299	42	11	73	69	184	200	12	15	14	20	38	43
Rpl8	361.51	340.21	257	2666	2294	2415	2525.96	1739	9392	8899	13741	14859	635	671	993.04	769	1319	1377
Zfp647	1	2	1	8	6	3	3	1	0	0	15	31	2	1	1	0	0	1
1110038F14Rik	69	81	53	505	532	589	37	35	189	236	491	481	47	49	58	55	81	105
Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Apol6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0
Gm24753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox2	0	0	1	0	0	0	0	0	0	1	6	7	0	2	2	3	0	2
1700109K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7a	0	0	0	0	0	0	0	7.21	5.38	0	2.03	0	0	1	4.08	2.03	0	0
Gm20688	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
Apol9a	0	1.14	0	0	0	0	21.46	10.09	188.28	178.08	0	6.24	4.05	8.33	11.77	6.69	10.45	24.82
Apol7b	0	1.6	1.02	45.69	41.22	36.7	18.26	15.6	589.6	572.35	359.05	344.96	1.1	1	0	18.5	34.85	31.23
4930571N24Rik	0	0	0	1	1	1	0	1	6	0	31	25	0	1	0	2	0	0
Gm6506	0	0	0	2	1	1	2.09	0	22.83	18.01	18	16	0	0	0	0	0	0
Apol10a	0	0	5.01	0	0	0	0	5	0	8.12	0	3	9	19	12	8	1	1
Apol11a	0	0	6.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Apol7c	0	0	2	1.01	6.05	2.01	0	0	4.2	17.93	10.04	0	0	0	29.22	1066.15	4	1
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10b	40	41	27	142	136	211	6	4	55	43.88	180	154	4	6	3	58	4	6
Gm8221	0	0	0	0	1	1	0	0	0	0	0	0	0	0	7	104.65	1	0
Apol11b	0	0	475.88	0	0	12	0	0	0	2	3	2	0	1	0	0	0	5
Apol7e	1360	1219.4	840.98	5071.31	5071.73	5245.28	815.74	421.19	2371.82	2217.72	7952.88	9006.04	193.9	143	248.7	264.66	633.15	609.77
Apol9b	17	27.86	19	18	16	25	82.54	41.91	552.72	530.92	75	61.76	35.95	25.67	47.23	11.31	38.55	63.18
Apol8	0	0	0	0	0	0	19	0	0	5	0	0	0	9	0	4	14	10
Myh9	1223	1081	637	17638	15510	13619	895	747	1871.99	2097	46159.97	48540.98	566	482	806	520	1191	1307
Gm22107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txn2	279	286	216	1880	1647	1578	304	183	730	699	1324	1468	176	152	263	213	376	388
Foxred2	22	25	16	167	146	139	26	6	74	91	261	320	25	7	24	20	27	34
Eif3d	453	367	331	1880.24	1780.04	1818.59	372	295	1237	1043	2528.63	2536.37	280	196	315	212	455	479
Gm17638	14	10	2	70.76	43.96	59.41	29	15	95	69	56.37	64.63	29	13	31	23	19	38
Cacng2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	8	2
A730060N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	6	0	1
Ift27	76	75	62	543	542	655	40	51	118	121	236	253	42	23	65	51	108	109
Pvalb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncf4	250	185	199	1228	1073	1387	120	71	70	121	1037	989	129	79	148	146	310	367
Csf2rb2	0	0	0	0	1.34	0	0	0	0	8	45.25	2.34	0	5.3	4	14.81	0	11.38
Mir7676-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb	0	2	2	6	2.66	5	0	0	4	0	65.75	11.66	6	30.7	9	116.19	26	112.62
Mir7676-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tst	6	1	3	30	16	19	1	0	15	0	16	22	0	0	1	0	0	1
Mpst	6	5	2	30	27	35	0	0	5	1	309	396	2	0	3	1	1	12
Kctd17	11	16	9	183	206	186	0	1	3	0	289	313	6	2	10	6	13	12
Tmprss6	5	5	1	1043	966	1213	0	0	0	0	36	8	0	0	1	0	0	0
Il2rb	4203	2839	2087	73895	65568	59580	391	198	1254	1289	15548	15271	1002	753	1308	1418	3136	2825
C1qtnf6	9	7	6	414	358	599	0	3	0	0	153	133	4	1	1	1	8	10
Sstr3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm6723	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
Rac2	7672	6219	5021	35770	32412	33648	5329	3105	10377	10026	24536	25964	1744	1292	2217	2409	5508	5715
Cyth4	2164	1310	1113	8102	8272	6673	360	232	1158	1226	7875	8114	466	324	539	352	761	790
Elfn2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	5	1	0
Mfng	507	350	338	1948	1906	1734	199	118	551	633	2206	2560	183	156	198	215	486	458
Card10	33	18	12	179	182	193	6	13	35	49	262	363	3	1	11	8	5	4
Cdc42ep1	0	1	0	1	0	0	0	0	18	4	14	11	0	0	2	0	0	1
Lgals2	0	0	0	0	0	0	0	0	9	6	0	1	0	0	0	0	0	0
Gm26634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gga1	151	151	105	1215	1196	1187	69	38	91	67	1888	2169	112	93	160	93	206	186
Mir6955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp1	603	349	330	2513	2418	2520	84	70	262	253	3101	3441	265	227	387	282	469	403
1700027A07Rik	1	0	0	1	1	1	0	0	0	0	2	5	0	0	0	0	1	0
Lgals1	430	469	529	3565	2947	4139	1001	943	201	319	3857	3178	997	813	1239	814	2030	2277
Nol12	58	76	50	365	314	311	37	29	141	163	347	354	30	24	37	40	33	52
Triobp	456	253	208	1643	1475	1524	83	50	166	85	1132	1356	78	69	115	127	217	154
Mir6956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f0	23	69	30	80	96	99	17	12	56	38	518	535	91	86	134	53	75	109
Gcat	3	0	0	5	3	0	15	15	70	64	75	63	24	14	9	18	35	22
Ankrd54	281	153	139	933	857	779	134	52	462	488	651	779	113	103	151	82	198	231
Eif3l	506	437	380	1855	1833	1998	475	389	747	743	2088	2205	249	203	393	224	471	487
Gm25072	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall1	89	48	53	830.63	788.22	719.1	15	13	71	86	2335.82	2257.25	40	45	79	37	76	52
1700088E04Rik	2	0	3	43.37	21.78	33.9	0	1	7	14	59.18	63.75	2	6	10	4	10	4
Polr2f	44	54	29	294	311	312	28	25	200	175	290	326	47	38	65	51	100	112
Sox10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10863	2	2	0	33	24	31	0	0	0	3	27	57	3	2	1	0	3	5
Pick1	51	41	27	368	301	308	24	16	105	52	325	406	45	26	46	51	65	68
Slc16a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lgals1-ps2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Baiap2l2	0	0	0	0	2	0	0	1	0	4	3	9	1	0	0	0	0	1
Pla2g6	62	39	29	398	306	375	5	10	53	44	349	376	17	18	23	18	18	20
Gm20420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maff	1	0	0	4	2	4	0	2	32	18	14	6	2	1	3	9	19	15
Tmem184b	287	195	147	1495	1324	1165	69	66	140	127	755	735	51	82	110	64	124	132
Mir1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1e	137	111	79	575.94	514.93	598.97	15	11	58	48	606.9	669.98	23	33	33	30	66	77
Gm16059	1	0	0	4.06	4.07	2.03	1	2	1	4	7.1	3.02	1	3	1	0	2	2
AC165278.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Kdelr3	1	0	0	2	3	4	2	3	4	0	3	0	1	0	0	0	0	0
Ddx17	77	66	45	920	791	719	111	95	329	292	10574	10359	58	79	84	81	96	150
Dmc1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Gm27903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam227a	0	0	0	7	0	3	1	0	2	0	2	5	2	9	4	9	2	1
Cby1	25	6	16	89	76	116	17	11	53	33	111	86	11	5	15	8	22	23
Tomm22	239	264	212	1451	1325	1515	366	244	462	354	1365	1517	171	134	213	224	358	425
Josd1	111	70	65	408	418.92	345	33	15	69	43	594	577	42	66	66	87	156.13	154
Gm26884	8	11	5	30.74	18.47	24.77	0	1	1	1	10.02	11.02	11	3	14	12	34	25
Gtpbp1	510	382	308	2329.26	1871.53	1582.23	206	96	402	417	2658.98	2606.98	234	181	313	305	445	419
n-R5s40	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0
Sun2	105	157	33	1055.08	912	773.49	215	143	2344	2573	9610.64	9759.67	52	48	67	59	164	122
Gm16575	7	5	1	46.92	30	38.51	0	5	9	15	23.36	20.33	17	25	37	28	45	48
Gm16576	4	2	2	34	22	22	2	0	14	6	85	84	0	2	3	1	5	5
Dnal4	27	18	6	123	78	123	8	0	37	25	80	102	15	17	22	9	44	38
Nptxr	0	2.5	0	7.63	0	6.47	1	0	0	0	22	17.79	0	1	2	0	1	0
Npcd	0	2.65	0	0.72	0	0.92	0	0	0	0	0	7.35	0	0	0	0	0	1.09
Cbx6	103	73.85	58	1092.65	909	960.61	35	27	47	66	1672	1701.86	28	18	28	24	59	60.91
Apobec3	1198	866	664	6398.8	5657.05	6347.13	373	333	1244	1045	6825.89	6995.48	343	316	443	430	534	487
Cbx7	167	121	95	892	855	759	27	18	233	190	4368	4419	219	267	275	156	307	321
Pdgfb	366	296	216	1547	1473	1374	1	1	8	6	919	1215	20	20	24	30	51	77
Mir7213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3	1186.98	1138.14	774.58	6986.06	6186.29	6479.25	4350.46	3055.23	16932.43	14700	22671.31	25716.93	1338.64	1265.46	1868.23	1667.07	2987.24	3273.61
Snord83b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm22077	0	0	0	0	0	0	0	0	0.59	0	0	0	0	0	0	0	0	0
AC161199.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Gm24204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syngr1	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	1	0	1
Tab1	75	96	71	510	444	459	71	40	106	86	496	436	24	24	50	35	56	70
Mgat3	0	0	0	10	1	8	0	1	2	0	2	0	0	2	0	0	0	0
Mief1	145	93	93	791	746	690	78	42	80	78	1076	1045	44	36	65	45	46	59
Atf4	199	76	88	919	846	1158	641	274	1874	1488	3326	3507	436	366	538	489	1054	1076
Rps19bp1	21	24	16	149	117	146	20	15	170	111	203	177	18	16	32	10	38	34
Cacna1i	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0
Enthd1	2	0	0	1	0	4	1	1	11	12	7	0	1	5	5	5	5	1
Gm23220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grap2	123	107	84	969	948	888	44	27	232	224	7559	7318	119	97	144	71	208	194
Mir6957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83f	2	3	0	35	31	35	3	3	5	5	104	89	0	1	4	4	0	6
Tnrc6b	141	112	98	1379	1259	1238	148	95	416	379	7989	7681	152	141	170	131	231	247
Mir5113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adsl	341	283	229	1215	1123	1087	141	110	539	535	893	955	120	91	183	165	254	241
Gm6612	0	0	0	7	7	7	0	3.03	4.13	0	0	0	0	1	0	0	3	1
Mkl1	412	359	259	2692	2562	2322	188	98	324	359	3088	3257	121	94	126	115	182	181
Gm25131	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4930483J18Rik	0	0	0	1	0	2	0	0	1	0	0	0	0	2	1	1	1	1
Mchr1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Slc25a17	152	109	90	711	645	735	99	67	198	173	738	757	82	46	89	90	130	141
St13	345	199	214	1634	1505	1698	495	277	335	292	2894	2616	150	155	228	168	297	371
Xpnpep3	31	32	36	188	141	145	29	17	38	45	468	442	31	44	57	28	25	45
Dnajb7	0	2	0	11	6	8	1	6	0	0	5	10	3	1	0	0	1	2
Gm17025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbx1	282	335.93	237.96	1993.32	1745.15	2025.51	200.37	155.93	394.83	360.19	1014	1018.11	276.75	216	379	304	410.3	408.41
Gm5218	0	0	0	0	0	0	0	5.95	1.25	2.55	0	0	0	0	0	0	0	0
1110025M09Rik	1	1	1	8	3	5	0	0	0	0	19	16	0	2	5	1	0	0
Ep300	324	193	113	2757	2278	2008	136	63	235	198	5627	5793	213	202	252	175	351	335
Gm23880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L3mbtl2	647	409	346	2221.91	1841.28	1917.38	107	65	237	261	1376.94	1421.52	102	58	132	85	222	189
Gm18284	0	0	0	1.19	1.11	0	10.79	3.66	2.83	3.43	17.91	2.68	1.05	1	0	1	1.07	1.04
Chadl	7	4	4	42.09	43.72	35.62	2	2	19	10	27.06	50.48	1	4	7	9	2	6
Rangap1	613	340	308	2830	2385	2348	218	104	431.64	356	2791	2542	214	119	286	195	337	361
Zc3h7b	19	19	10	243	229	224	5	8	130	58	1671	1764	9	0	14	9	8	14
Gm17597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tef	239	172	139	909	995	940	22	37	84	66	2065	2226	89	95	93	66	155	124
Gm8444	0	0	0	0	0	0	0	3.26	1.04	0	1	0	0	0	0	0	0	2
Tob2	322	216	141	1575	1438	1486	361	114	510	444	1905	2024	132	124	180	226	549	595
Phf5a	148	109	95	735	609	680	162	91	282	261	577	550	87	75	99	99	150	148
Aco2	844	589	461	3267.92	2920.97	2967.82	278.12	185	927.54	887.39	2992.57	3070.08	211	161.98	364.97	263	514.99	546
Polr3h	49	40	32	368	279	294.1	18	27	91	64	114.04	175	21	15	31	21	45	39
Csdc2	0	0	0	6	4	29	0	0	0	0	0	0	1	2	1	0	0	0
Pmm1	19	14	16	92	78	105	67	79	96	55	79	52	14	6	17	15	15	20
Gm5805	1.03	0	0	2.14	5.1	4.29	8.11	11.16	53.18	56.14	7.85	8.98	3.09	0	3.11	4.14	4.13	6.2
1700029P11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc6	189	127	115	588.01	555.14	580.02	76	45	175	219	673.03	651.12	80	62	101	56	139	130
Desi1	135	135	91	1092.99	855.86	835.98	153	57	189	97	863.97	884.88	64	61	75	84	160	173
Nhp2l1	361.29	390.75	256.11	1787.34	1544.41	1661	294.42	186.97	707.55	573.65	1502.77	1578.65	235.75	192.28	286.2	270.81	594.09	610.22
4930407I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	1
Mei1	0	0	1	2	2	7	0	0	1	2	0	0	0	0	0	0	1	1
Ccdc134	69	35	32	264	284	258	47	25	162	115	414	485	37	19	56	24	58	70
Srebf2	239	223	145	1951	1684	1513	205	120	608	559	3577	3736	427	278	633	267	582	595
Mir33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shisa8	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0
Tnfrsf13c	11	5	14	7	9	16	8	2	1	0	47	24	8	6	16	2	19	32
Cenpm	9	9	5	44	11	62	32	26	4	2	21	17	1	2	1	8	6	9
1500009C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	9	0	2
Wbp2nl	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Naga	158	104	77	552	445	537	53	30	269	279	549	541	56	49	56	103	112	112
Fam109b	23	27	18	37	47	42	5	16	14	25	42	41	6	4	2	4	4	3
Smdt1	150	112	79	688	666	711	199	125	445	579	602	617	61	55	89	98	135	168
n-R5s41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa6	90	89	52	543	524	572	229	174	538	568	796	814	174	125	208	140	265	318
Cyp2d22	0	0	0	0	0	0	1	0	19	4	13	20	0	0	4	0	3	3
Cyp2d11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm27622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdg-ps	1.38	1.15	0	16.89	5.56	0	3.63	0	3.25	3.54	9.37	8.5	0	2.34	0	0	0	0
Gm28023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Gm27924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d37-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d41-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d26	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Tcf20	18	18	12	198	156	193	197	125	293	308	3672	3737	30	14	24	16	31	45
Gm20324	17	8	8	85	93	111	15	2	66	20	109	111	7	5	7	15	19	23
Mir3080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW121686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nfam1	2	1	4	5	0	0	0	0	0	0	47	12	1	10	5	44	21	56
Serhl	70	49	35	501.86	444.21	391.71	73	56	241	172	450.94	488.93	38	31	28	59	93	71
Gm17206	0	0	0	0	0	0	0	0	0	0	2	1.75	0	0	0	0	0	0
Rrp7a	300	229	191.98	1086.14	1077.79	1020.29	159	96	570.66	455	1061.14	1088.32	93.85	72.76	102	77	147	141.86
Poldip3	770	617	469	3654	3162	2952	294	248	505	486	2533	2556	329	230	307	275	544	584
Rnu12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Cyb5r3	499	410	321	2812	2516	2313	69	50	532	434	922	957	98	106	127	158	240	294
A4galt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Arfgap3	83	46	62	400	453	345	39	23	57	56	248	274	19	25	46	33	29	73
1700001L05Rik	0	0	0	3	0	9	1	0	2	2	8	14	0	0	0	0	0	1
Pacsin2	323	215	214	1894	1428	1493	103	53	204	131	1116	1104	117	93	114	103	160	220
Gm5417	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Ttll1	63	46	38	156	167	174	22	16	67	79	142	166	22	24	25	30	51	42
Gm24575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bik	6	2	4	6	4	11	2	1	14	25	57	57	6	12	16	5	14	12
Mcat	158	142	113	492	471	455	18	7	27	18	280	287	36	31	42	40	88	104
Tspo	1038	832	591	3181	2946	2221	981	690	1026	1043	1237	1378	503	414	690	668	1128	1252
Ttll12	242	200	131	803	672	612	34	36	56	65	843	854	90	44	107	78	130	157
Scube1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	2	3	1
Mpped1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2
Efcab6	1	0	0	0	1	0	2	0	0	0	1	3	1	0	1	1	2	2
Rpl31-ps22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
